35	4018	0.057007
36	3421	0.042303
36	3713	0.091250
36	3891	0.179122
36	4518	0.026643
36	4829	0.112540
36	4847	0.065962
37	1706	0.065766
37	2754	0.036378
37	3414	0.124510
37	3452	0.020157
38	3310	0.097239
38	3730	0.004172
39	25	0.053441
39	632	0.119067
39	2262	0.112066
39	3944	0.101512
40	3016	0.042636
40	3892	0.020410
41	2249	0.093932
41	3363	0.098660
42	749	0.131204
42	3390	0.039805
43	194	0.134876
43	243	0.022591
43	1975	0.253722
43	2032	0.115441
43	2534	0.105881
43	3775	0.029742
43	4169	0.076023
43	4694	0.009172
44	3962	0.030178
44	4047	0.209870
44	4746	0.115876
45	1057	0.009843
46	58	0.011797
46	87	0.044879
46	214	0.085965
46	363	0.089946
46	785	0.109828
46	933	0.034077
46	1415	0.149507
46	1673	0.034021
46	2824	0.039994
46	3512	0.021041
46	3596	0.415813
46	3608	0.000358
46	3735	0.175673
46	3792	0.040269
46	3939	0.020850
46	4542	0.057358
46	4583	0.318537
47	347	0.251245
47	4305	0.144762
48	3454	0.120090
48	4611	0.012913
49	134	0.115768
49	200	0.048424
49	910	0.148843
49	1636	0.286560
50	2150	0.248019
50	4610	0.197990
50	4629	0.022759
50	4644	0.157821
51	1756	0.079417
52	4055	0.035281
52	4060	0.235317
52	4493	0.240399
53	1520	0.207131
53	1802	0.068944
54	2702	0.085849
54	3544	0.017764
55	115	0.032008
55	1375	0.199937
55	1438	0.067806
55	1643	0.062299
55	1833	0.189009
55	1834	0.068513
55	1874	0.034397
55	1921	0.019896
55	1959	0.115258
55	3309	0.130030
55	3346	0.014973
55	3946	0.092409
55	3964	0.067810
55	4969	0.182098
56	732	0.128827
56	1700	0.019627
56	2676	0.025098
56	4769	0.069020
56	4842	0.012926
56	4894	0.014878
57	633	0.044698
57	1331	0.039276
57	2116	0.268671
57	2733	0.239125
57	3759	0.097311
57	3846	0.181295
57	4406	0.170445
58	46	0.068533
58	87	0.040793
58	214	0.050142
58	363	0.107538
58	785	0.093875
58	933	0.029963
58	1415	0.016397
58	1673	0.007531
58	2824	0.011412
58	3512	0.104187
58	3596	0.045193
58	3608	0.034006
58	3735	0.040255
58	3792	0.009557
58	3939	0.055744
58	4542	0.272562
58	4583	0.087604
59	84	0.030851
59	359	0.107513
59	495	0.143455
59	558	0.066831
59	600	0.017111
59	602	0.214589
59	1162	0.098261
59	1387	0.072922
59	1724	0.023300
59	1745	0.081545
59	1922	0.055547
59	2491	0.177160
59	2867	0.050152
59	2887	0.028015
59	3017	0.039455
59	3243	0.130697
59	3338	0.101792
59	3494	0.418940
59	3699	0.041286
59	4206	0.227848
59	4233	0.014627
59	4517	0.052897
59	4553	0.000542
59	4614	0.152916
59	4694	0.148893
59	4712	0.034768
59	4832	0.012179
59	4964	0.200645
59	4981	0.127656
60	2501	0.059621
61	1711	0.430263
61	2075	0.123069
61	3225	0.023684
61	3229	0.064225
62	268	0.200382
62	663	0.009863
62	981	0.010487
62	2890	0.048272
62	3317	0.035920
62	3582	0.107037
62	4471	0.165598
63	2915	0.014122
63	3337	0.005288
64	1675	0.005490
65	951	0.061196
65	1096	0.151808
65	4245	0.117790
66	1535	0.058440
67	554	0.012682
67	1206	0.089071
67	2625	0.086426
67	2733	0.075481
67	4416	0.090398
68	1677	0.044929
68	2605	0.036282
68	4874	0.219574
69	240	0.064738
69	2005	0.018611
70	589	0.074601
70	2339	0.096476
70	2350	0.090683
70	2967	0.026612
70	3805	0.177083
70	4096	0.007267
71	277	0.010407
71	529	0.257345
71	2234	0.018591
71	3008	0.065727
71	3702	0.025553
71	4154	0.175313
71	4736	0.034366
71	4837	0.044191
72	3105	0.210601
72	4834	0.042198
73	1316	0.168691
74	749	0.107630
74	1346	0.003700
75	1755	0.029769
76	2769	0.150624
76	3757	0.098340
76	4438	0.180852
76	4440	0.036840
76	4945	0.024976
77	2278	0.022067
77	2586	0.094789
78	1936	0.011623
78	2133	0.112272
78	3341	0.152446
78	3453	0.127105
78	4152	0.022358
79	2990	0.051281
79	4256	0.037930
80	4287	0.056918
81	306	0.026266
81	1166	0.048735
81	1241	0.076110
81	2910	0.016809
81	3456	0.081058
81	3587	0.001469
82	1404	0.047838
82	3816	0.048154
83	454	0.036443
83	548	0.133715
83	609	0.030171
83	668	0.104885
83	737	0.080367
83	974	0.252063
83	975	0.115832
83	1170	0.165960
83	1369	0.119683
83	1569	0.037389
83	1955	0.103814
83	1964	0.000602
83	2195	0.076134
83	2198	0.185732
83	2357	0.096350
83	2709	0.102916
83	2863	0.073088
83	3447	0.051201
83	3450	0.044966
83	3491	0.126893
83	3796	0.161897
83	3859	0.113262
83	3957	0.016591
83	4131	0.003345
83	4140	0.006567
83	4296	0.115748
83	4498	0.020778
83	4886	0.096485
84	59	0.000113
84	133	0.000573
84	600	0.036419
84	676	0.030323
84	2332	0.106528
84	2465	0.194880
84	2491	0.019987
84	3771	0.041757
84	4019	0.110064
84	4206	0.211204
84	4233	0.105931
84	4553	0.037576
84	4712	0.216295
85	1182	0.020612
85	3082	0.017095
86	192	0.070009
87	46	0.112594
87	58	0.234518
87	214	0.021209
87	363	0.050174
87	785	0.122440
87	933	0.203198
87	1415	0.079274
87	1673	0.134308
87	2824	0.269540
87	3512	0.026542
87	3596	0.261150
87	3608	0.080172
87	3735	0.270935
87	3792	0.068202
87	3939	0.080423
87	4542	0.279900
87	4583	0.160767
88	3393	0.168275
88	4422	0.090263
88	4734	0.107061
89	12	0.536018
89	2300	0.274656
89	4685	0.039236
89	4984	0.207393
90	12	0.088954
90	4445	0.101548
91	462	0.142430
91	1550	0.149353
91	1680	0.158431
92	2072	0.030488
92	2949	0.092730
92	3434	0.063594
92	4362	0.018267
93	1387	0.158714
93	1986	0.200311
93	2828	0.206374
93	3028	0.109188
93	3707	0.053185
94	410	0.094670
94	1271	0.090857
94	1574	0.103733
94	3206	0.077340
94	3232	0.016057
95	2758	0.086517
96	4341	0.003352
97	3060	0.120701
98	2053	0.073012
99	539	0.178742
99	3244	0.072371
100	778	0.011951
100	1333	0.067297
101	4030	0.071406
101	4051	0.004972
101	4309	0.168390
102	310	0.048558
102	1280	0.101516
102	1609	0.060170
102	2564	0.015546
102	2802	0.053286
102	3083	0.028373
103	2774	0.052217
104	923	0.001761
104	1465	0.126442
104	2949	0.085266
104	3434	0.167636
105	409	0.087391
106	2638	0.059193
107	2720	0.064887
107	3372	0.533184
108	1385	0.006052
108	2716	0.007716
108	3854	0.102378
109	898	0.090951
110	4026	0.025180
111	117	0.024819
111	416	0.099491
111	532	0.257063
111	629	0.133918
111	707	0.062148
111	922	0.057725
111	948	0.190104
111	1460	0.305045
111	1988	0.297418
111	2065	0.229349
111	2085	0.145678
111	2121	0.040582
111	2193	0.076947
111	2407	0.024735
111	2652	0.064923
111	2732	0.299215
111	2748	0.062768
111	2855	0.215691
111	3280	0.341967
111	3766	0.020305
111	3954	0.061256
111	4147	0.151515
111	4148	0.145435
111	4243	0.235158
111	4599	0.029785
111	4693	0.143386
111	4903	0.331057
111	4999	0.040324
112	1761	0.080844
113	189	0.097330
113	235	0.021199
113	354	0.065001
113	1023	0.044645
113	1228	0.106097
113	2694	0.248318
113	2744	0.023660
113	2906	0.093278
113	3207	0.200570
113	3325	0.011628
113	3955	0.046770
113	4121	0.022190
113	4244	0.103993
114	227	0.089819
114	346	0.112872
114	938	0.090718
114	1198	0.006066
114	1396	0.082296
114	1594	0.082924
114	2631	0.027790
114	3348	0.001909
114	3351	0.042135
114	4433	0.000911
114	4713	0.257298
115	55	0.091986
115	1375	0.147266
115	1438	0.218211
115	1643	0.270714
115	1833	0.019003
115	1834	0.059417
115	1874	0.066889
115	1921	0.158587
115	1959	0.101890
115	3309	0.337207
115	3346	0.016882
115	3946	0.034657
115	3964	0.213880
115	4969	0.045575
116	360	0.229691
116	581	0.137689
116	1919	0.064589
116	3565	0.031881
117	111	0.293070
117	1988	0.013048
117	2085	0.200752
117	2193	0.097603
117	2652	0.126821
117	2732	0.258415
117	4999	0.020342
118	2282	0.018292
118	4870	0.022687
119	1768	0.098383
119	4146	0.019387
120	379	0.013544
120	440	0.025819
120	696	0.293604
120	919	0.001396
120	1154	0.017534
120	1181	0.012782
120	1209	0.061961
120	1318	0.104567
120	1595	0.246770
120	1699	0.010631
120	2457	0.095251
120	2481	0.007317
120	2921	0.050046
120	3337	0.068603
120	3400	0.057374
120	3879	0.034698
120	3962	0.027980
120	4207	0.243487
120	4278	0.083509
120	4592	0.021160
120	4746	0.003533
120	4768	0.056536
120	4962	0.168149
121	3688	0.044065
121	4799	0.619967
122	351	0.003632
122	919	0.074139
122	3773	0.022433
122	3962	0.108409
122	4746	0.120326
123	9	0.039693
123	10	0.220132
123	147	0.104047
123	316	0.041776
123	445	0.005147
123	558	0.145544
123	598	0.162623
123	676	0.119969
123	845	0.114546
123	846	0.234536
123	932	0.037533
123	934	0.139626
123	1270	0.035373
123	1352	0.165742
123	1400	0.020957
123	1605	0.089431
123	1768	0.005492
123	1813	0.010698
123	1974	0.017111
123	2242	0.027991
123	2277	0.014638
123	2465	0.088945
123	2489	0.005981
123	2527	0.220322
123	2553	0.290958
123	2565	0.005765
123	2822	0.259320
123	2867	0.063309
123	2901	0.029702
123	3044	0.088433
123	3494	0.018493
123	3501	0.087848
123	3778	0.064694
123	3892	0.169037
123	4023	0.260460
123	4058	0.074765
123	4153	0.087287
123	4167	0.130711
123	4233	0.025520
123	4282	0.030676
123	4324	0.100399
123	4408	0.077257
123	4553	0.001679
123	4601	0.268119
123	4681	0.042701
123	4981	0.023031
124	269	0.036697
124	1015	0.113913
124	2603	0.103601
124	3961	0.058580
125	2618	0.031337
125	3913	0.121465
126	1317	0.040480
126	4744	0.024147
127	196	0.142382
127	437	0.029856
127	1598	0.115067
127	1692	0.001631
127	1847	0.186512
127	2347	0.191333
127	2404	0.091820
127	2470	0.038784
127	2511	0.110250
127	2632	0.074830
127	3286	0.188388
127	3311	0.028796
127	3588	0.029602
127	4203	0.007606
127	4399	0.072233
127	4810	0.220557
128	4718	0.094523
129	581	0.075722
129	935	0.172222
129	1203	0.319313
129	1750	0.133464
129	1891	0.042153
129	2116	0.044620
129	2298	0.004491
129	2454	0.002415
129	2503	0.000509
129	2665	0.066798
129	3076	0.034656
129	3098	0.123190
129	3134	0.171561
129	3160	0.070808
129	3553	0.063012
129	3650	0.008149
129	3830	0.021194
129	4649	0.066097
130	244	0.256891
130	548	0.004436
130	686	0.008819
130	738	0.028085
130	974	0.124256
130	1109	0.094480
130	1369	0.009746
130	1854	0.325879
130	2032	0.202094
130	2140	0.018163
130	2932	0.064616
130	3124	0.141585
130	3957	0.150285
130	4745	0.000700
130	4756	0.086420
130	4884	0.133356
131	1211	0.255841
132	857	0.010137
132	1470	0.154948
132	1949	0.292686
132	2021	0.010701
132	3081	0.032144
132	3873	0.027354
132	4773	0.165938
133	84	0.009987
133	155	0.137330
133	920	0.032464
133	1001	0.019031
133	1428	0.277602
133	1582	0.143071
133	2084	0.010168
133	2108	0.396905
133	2331	0.186609
133	2332	0.041785
133	2408	0.117916
133	2465	0.060975
133	2495	0.056986
133	2617	0.106140
133	2648	0.039154
133	3413	0.091752
133	3450	0.013923
133	3494	0.008476
133	3752	0.047481
133	3771	0.014729
133	4019	0.107845
133	4206	0.012156
133	4393	0.212597
133	4475	0.087335
133	4517	0.023682
133	4884	0.110360
134	49	0.075265
134	910	0.037447
135	1330	0.286861
135	3128	0.146190
135	3828	0.013021
135	4397	0.003902
136	4858	0.072347
137	457	0.050966
137	1305	0.023771
137	1717	0.060267
137	1719	0.017455
137	3582	0.036853
137	3605	0.056873
138	3746	0.000545
139	3864	0.104921
139	3873	0.013493
140	4288	0.061980
141	4787	0.008794
142	875	0.151527
142	1479	0.154146
142	1750	0.115416
142	1953	0.241047
142	2462	0.201889
142	3553	0.006472
142	3845	0.004833
143	4714	0.262923
144	2852	0.011600
145	3549	0.049102
145	3958	0.090681
146	3521	0.101724
147	9	0.120511
147	10	0.077525
147	123	0.052191
147	237	0.172837
147	316	0.086199
147	395	0.254531
147	445	0.025068
147	558	0.155705
147	598	0.046873
147	676	0.048109
147	845	0.010258
147	932	0.165005
147	934	0.048992
147	1043	0.137546
147	1270	0.272085
147	1352	0.189228
147	1400	0.178059
147	1605	0.125327
147	1813	0.100842
147	1901	0.072596
147	1974	0.097992
147	2242	0.069796
147	2277	0.086468
147	2465	0.111426
147	2489	0.002992
147	2553	0.141036
147	2565	0.091556
147	2599	0.014966
147	2822	0.015542
147	2867	0.021803
147	2901	0.150242
147	3044	0.185970
147	3494	0.132920
147	3501	0.020337
147	3746	0.109873
147	3771	0.037541
147	3778	0.011158
147	3892	0.219313
147	3984	0.010785
147	4023	0.065350
147	4058	0.031515
147	4153	0.022280
147	4167	0.033931
147	4233	0.107190
147	4282	0.293748
147	4324	0.025092
147	4408	0.070707
147	4553	0.150716
147	4601	0.275434
147	4681	0.015329
147	4712	0.034899
147	4752	0.082327
147	4981	0.103429
148	208	0.112085
148	248	0.099252
148	4466	0.178710
149	2286	0.167663
149	2953	0.148413
149	3256	0.002887
150	2581	0.089259
150	4210	0.096124
151	2607	0.144292
151	3011	0.148914
152	1326	0.033448
152	2003	0.007986
152	2370	0.212034
152	2911	0.018961
152	3134	0.019722
152	3345	0.044595
152	3921	0.058527
152	4626	0.047596
152	4726	0.104277
153	515	0.010612
153	2808	0.039410
154	1932	0.203592
154	3199	0.093547
155	133	0.011001
155	427	0.163881
155	1001	0.138517
155	1352	0.050879
155	1369	0.045696
155	2211	0.050127
155	2332	0.031771
155	2578	0.091540
155	2809	0.007067
155	3426	0.231819
155	3690	0.056598
155	4580	0.213058
155	4695	0.112347
156	3291	0.061739
156	4781	0.063798
157	2245	0.034592
158	680	0.025414
158	966	0.028246
158	1504	0.085972
158	1969	0.035835
158	2031	0.013477
158	2787	0.138407
158	2796	0.065423
158	2903	0.066527
158	3166	0.021379
158	3237	0.195805
158	3273	0.014316
158	4022	0.034697
158	4409	0.020405
158	4488	0.000283
158	4510	0.231033
159	3562	0.034073
160	507	0.165348
160	1158	0.105123
160	2268	0.116324
161	2729	0.019287
161	3277	0.004576
161	3913	0.321181
162	739	0.149191
162	1222	0.011987
163	176	0.197519
163	2233	0.023226
164	31	0.514920
164	995	0.076812
164	1937	0.110234
164	2961	0.062705
164	3029	0.176344
164	4988	0.222863
165	2577	0.124447
165	3394	0.051964
165	3991	0.021504
165	4526	0.182007
166	4370	0.016808
167	328	0.111978
168	2574	0.039134
168	4071	0.042648
169	489	0.076039
169	715	0.061109
169	2856	0.102267
169	2867	0.126263
169	4509	0.061631
170	1583	0.077901
170	2400	0.000586
170	2403	0.031291
171	707	0.021274
171	1797	0.118211
171	2855	0.058716
171	3399	0.026966
172	4941	0.105868
172	4957	0.024738
173	511	0.042974
173	3389	0.072227
173	3635	0.055584
174	1240	0.042086
174	1946	0.005178
175	294	0.009907
175	1435	0.165734
175	1565	0.211207
175	2676	0.431577
175	4540	0.073660
175	4692	0.033447
176	163	0.019862
176	2233	0.044511
177	1122	0.057802
177	1193	0.192267
177	2140	0.114916
177	2791	0.154265
177	4568	0.048825
178	1473	0.015122
178	1672	0.055609
178	3347	0.010913
178	3771	0.091730
178	4261	0.343251
179	1021	0.011567
179	3151	0.203324
179	4508	0.017355
180	287	0.162254
180	450	0.037569
180	690	0.050366
180	750	0.060824
180	1049	0.076002
180	1848	0.136652
180	3732	0.350796
181	3152	0.318819
181	3728	0.009269
182	1492	0.002072
182	1732	0.005453
183	1395	0.228164
183	1473	0.229781
184	1752	0.004053
185	930	0.054325
185	3387	0.020310
185	4774	0.024827
186	1369	0.007649
186	2900	0.061895
186	3124	0.052590
186	4170	0.061607
186	4681	0.092087
186	4998	0.180504
187	695	0.022594
187	837	0.162570
187	1744	0.111645
187	2887	0.007399
187	3639	0.328478
188	1035	0.064467
188	1058	0.048533
189	113	0.044353
190	679	0.267154
190	940	0.248712
190	2707	0.010897
190	3270	0.231159
190	4489	0.208429
190	4652	0.021291
190	4696	0.254344
190	4998	0.264055
191	316	0.171995
191	1457	0.345443
191	2036	0.071090
191	3892	0.000474
191	4282	0.020856
191	4304	0.033854
191	4630	0.098757
192	86	0.030366
193	778	0.003718
193	1234	0.127950
193	4456	0.043156
194	43	0.205595
194	229	0.033568
194	329	0.080461
194	418	0.112472
194	941	0.316319
194	1036	0.097832
194	1167	0.101558
194	1286	0.056717
194	1976	0.000861
194	2387	0.553190
194	2405	0.045213
194	2586	0.259588
194	2652	0.010457
194	2813	0.030737
194	3138	0.161457
194	3646	0.034398
194	4179	0.020583
194	4184	0.130823
194	4551	0.047918
194	4642	0.000698
194	4690	0.119765
194	4820	0.220284
194	4865	0.001175
195	1824	0.101943
195	3158	0.016044
196	127	0.259533
196	437	0.112607
196	2347	0.204063
196	2404	0.032280
196	2511	0.079346
196	4203	0.016866
196	4399	0.176388
196	4810	0.025229
197	560	0.011981
198	3804	0.060272
199	1059	0.197173
199	2486	0.078918
199	3844	0.061850
200	49	0.240254
200	303	0.048885
200	499	0.312609
200	514	0.019132
200	706	0.020788
200	896	0.028391
200	954	0.044654
200	1013	0.249368
200	1029	0.098854
200	1283	0.045747
200	1308	0.095579
200	1409	0.072855
200	2076	0.047610
200	2409	0.069682
200	2803	0.118447
200	2916	0.001816
200	3021	0.105001
200	3061	0.096619
200	3063	0.118316
200	3075	0.073422
200	3477	0.225717
200	3480	0.027630
200	3675	0.112492
200	3794	0.128726
200	3963	0.062435
200	4674	0.155226
200	4936	0.019438
200	4937	0.039330
200	4960	0.040649
201	345	0.101585
201	2498	0.020090
202	3632	0.027909
203	331	0.002488
203	3632	0.014863
204	1996	0.054071
204	2441	0.023860
204	3724	0.048659
204	3758	0.150430
204	3966	0.013888
204	4337	0.001325
204	4571	0.015659
205	1087	0.136710
205	3407	0.075620
206	682	0.074180
206	1208	0.028368
206	1924	0.025443
206	2079	0.078033
206	2673	0.227356
206	2854	0.185862
206	3146	0.026845
206	4402	0.053987
207	1803	0.134502
208	148	0.064789
208	248	0.009705
208	4466	0.062258
209	3360	0.283434
210	859	0.212632
211	321	0.030982
211	668	0.024174
211	731	0.032574
211	2848	0.059497
211	2955	0.061298
211	3629	0.036037
211	3935	0.088319
211	4776	0.208693
211	4912	0.072329
212	2143	0.356908
212	2222	0.106062
212	4736	0.103426
213	561	0.419835
213	1260	0.160299
213	4180	0.049375
214	46	0.072470
214	58	0.038927
214	87	0.101241
214	363	0.134775
214	785	0.199653
214	933	0.076295
214	1415	0.087776
214	1673	0.010495
214	2824	0.301360
214	3512	0.039120
214	3596	0.085915
214	3608	0.004435
214	3735	0.154739
214	3792	0.072924
214	3939	0.257839
214	4542	0.055739
214	4583	0.153314
215	2501	0.014948
216	1050	0.122180
216	2640	0.026470
216	3358	0.090910
216	3665	0.000791
216	3980	0.170982
217	1489	0.064064
217	2718	0.073967
217	2781	0.156504
217	3589	0.013560
217	3789	0.018301
217	4677	0.149566
218	647	0.259710
218	4670	0.081398
219	619	0.034451
219	2050	0.028497
219	4753	0.021513
220	892	0.003212
220	925	0.011896
220	1280	0.129929
221	1839	0.095684
221	3539	0.023799
222	1582	0.113370
222	1684	0.280758
223	2361	0.155242
224	1434	0.127848
225	2128	0.129772
225	2322	0.036527
225	2546	0.103745
226	234	0.016740
226	1292	0.009445
226	1441	0.153474
226	1573	0.196213
226	1575	0.038963
226	2883	0.048062
226	2884	0.201983
226	3188	0.015291
226	4100	0.192860
227	114	0.049438
227	247	0.269884
227	1396	0.398746
227	2871	0.081484
227	3351	0.123311
227	3599	0.237477
227	4946	0.012126
228	4185	0.000005
229	194	0.016833
229	281	0.036783
229	851	0.003217
229	941	0.031072
229	2387	0.003567
229	3168	0.104284
229	3403	0.065175
229	3668	0.124897
229	4150	0.088478
230	240	0.031079
230	4848	0.057047
231	491	0.085126
231	762	0.008380
231	1290	0.063146
231	1396	0.108842
231	2997	0.200154
231	3437	0.039694
231	3755	0.426487
231	4435	0.028299
231	4609	0.021685
231	4762	0.013667
231	4885	0.010661
231	4943	0.087947
232	3463	0.008619
233	2388	0.015349
233	2579	0.146566
234	226	0.456032
234	1441	0.029637
234	3188	0.146586
235	113	0.015603
235	689	0.083069
235	2053	0.161332
235	2252	0.053027
235	3883	0.091452
235	4244	0.059479
235	4430	0.221110
236	555	0.003617
236	4268	0.017145
237	9	0.137528
237	147	0.043011
237	558	0.131184
237	600	0.175802
237	682	0.170236
237	1585	0.050076
237	2225	0.117924
237	2465	0.015709
237	2589	0.047783
237	2673	0.279628
237	3268	0.041600
237	3306	0.070850
237	3746	0.004091
237	3771	0.259452
237	3780	0.083951
237	4233	0.013087
237	4614	0.007000
238	1287	0.041121
239	4411	0.011901
240	69	0.039170
240	230	0.011235
240	312	0.029662
240	433	0.219237
240	786	0.237566
240	1138	0.110330
240	1244	0.066873
240	1637	0.043908
240	2005	0.081791
240	2487	0.161009
240	2544	0.049575
240	2641	0.125948
240	2811	0.079266
240	2836	0.134881
240	3080	0.059217
240	3353	0.046996
240	3996	0.081689
240	4130	0.183762
240	4360	0.006985
240	4376	0.121595
240	4468	0.024933
240	4672	0.000645
240	4848	0.004488
241	1921	0.004763
241	2214	0.348056
241	2442	0.035151
241	2563	0.018534
241	3549	0.003751
241	4209	0.100382
242	1043	0.044772
242	4205	0.134628
242	4233	0.077231
242	4313	0.028670
242	4553	0.104084
242	4712	0.023102
242	4991	0.133522
243	43	0.000221
243	2032	0.144785
243	3185	0.077009
244	130	0.049939
244	1101	0.065609
244	4131	0.008816
245	2389	0.014335
245	2502	0.263109
245	2520	0.061501
245	2557	0.117683
246	357	0.146449
246	697	0.074829
246	2007	0.050305
246	2913	0.455474
246	3201	0.076197
246	3308	0.057840
246	3534	0.126506
246	4282	0.086694
246	4804	0.052495
247	227	0.138207
247	2871	0.058921
247	3599	0.104319
247	4946	0.003079
248	148	0.164066
248	208	0.049015
248	1275	0.084021
248	2912	0.005700
248	3276	0.003491
248	4280	0.149014
248	4466	0.157172
248	4584	0.003720
249	341	0.077562
249	2827	0.039950
250	379	0.056144
250	3319	0.002093
250	4077	0.053398
251	722	0.082819
251	2040	0.297022
251	2497	0.206433
251	3725	0.029425
251	4869	0.126412
252	301	0.105046
252	897	0.122757
252	2170	0.270570
253	1364	0.009368
253	2057	0.055299
253	2872	0.071937
254	543	0.068885
254	545	0.057790
254	662	0.030365
254	751	0.286613
254	755	0.009058
254	757	0.034560
254	998	0.138322
254	1042	0.064257
254	1277	0.197031
254	1324	0.163291
254	1334	0.071003
254	1410	0.100853
254	1526	0.090870
254	1562	0.078721
254	1714	0.019217
254	1915	0.260767
254	2560	0.366903
254	2656	0.021758
254	2668	0.041555
254	2764	0.077145
254	2799	0.015577
254	2917	0.023968
254	3490	0.157294
254	3527	0.197875
254	3530	0.094945
254	3531	0.058481
254	3577	0.084108
254	3683	0.079015
254	4490	0.075975
254	4608	0.504023
254	4910	0.006099
254	4913	0.003053
254	4935	0.056643
255	592	0.361736
255	930	0.073199
255	1603	0.094999
255	1856	0.128149
255	1984	0.497774
255	2841	0.064215
255	3435	0.074870
255	4661	0.069611
255	4774	0.011551
255	4911	0.013235
256	328	0.033396
256	797	0.005157
256	4246	0.002108
257	1009	0.065288
257	3549	0.049477
257	4246	0.081763
257	4247	0.097737
258	1361	0.092486
258	3132	0.043246
259	1280	0.066448
